Rank,Player,Team,Pos,Value
1,Hunter Brown,Houston Astros,P,8
1,Zack Wheeler,Philadelphia Phillies,P,8
3,Paul Skenes,Pittsburgh Pirates,P,7
3,Bryan Woo,Seattle Mariners,P,7
3,Framber Valdez,Houston Astros,P,7
3,Mitch Keller,Pittsburgh Pirates,P,7
3,Max Fried,New York Yankees,P,7
3,Logan Webb,San Francisco Giants,P,7
3,Kris Bubic,Kansas City Royals,P,7
3,Nathan Eovaldi,Texas Rangers,P,7
3,Spencer Schwellenbach,Atlanta Braves,P,7
12,Robbie Ray,San Francisco Giants,P,6
12,Jameson Taillon,Chicago Cubs,P,6
12,Seth Lugo,Kansas City Royals,P,6
12,Nick Lodolo,Cincinnati Reds,P,6
12,Ryan Pepiot,Tampa Bay Rays,P,6
12,Tyler Mahle,Texas Rangers,P,6
12,Matthew Liberatore,St. Louis Cardinals,P,6
12,Garrett Crochet,Boston Red Sox,P,6
12,Jesus Luzardo,Philadelphia Phillies,P,6
12,Matthew Boyd,Chicago Cubs,P,6
12,Merrill Kelly,Arizona Diamondbacks,P,6
12,Brandon Pfaadt,Arizona Diamondbacks,P,6
12,Zack Littell,Tampa Bay Rays,P,6
12,Yoshinobu Yamamoto,Los Angeles Dodgers,P,6
26,MacKenzie Gore,Washington Nationals,P,5
26,Cristopher Sanchez,Philadelphia Phillies,P,5
26,Luis Castillo,Seattle Mariners,P,5
26,Bailey Ober,Minnesota Twins,P,5
26,Bailey Falter,Pittsburgh Pirates,P,5
26,Jose Berrios,Toronto Blue Jays,P,5
26,Nick Pivetta,San Diego Padres,P,5
26,Tarik Skubal,Detroit Tigers,P,5
26,Joe Ryan,Minnesota Twins,P,5
26,Jose Soriano,Los Angeles Angels,P,5
26,Jake Irvin,Washington Nationals,P,5
26,Sonny Gray,St. Louis Cardinals,P,5
26,Taj Bradley,Tampa Bay Rays,P,5
26,Erick Fedde,St. Louis Cardinals,P,5
26,Hunter Greene,Cincinnati Reds,P,5
26,Mitchell Parker,Washington Nationals,P,5
26,Yusei Kikuchi,Los Angeles Angels,P,5
26,Corbin Burnes,Arizona Diamondbacks,P,5
26,Jeffrey Springs,Sacramento Athletics,P,5
26,Nick Martinez,Cincinnati Reds,P,5
46,Max Meyer,Miami Marlins,P,4
46,Jack Kochanowicz,Los Angeles Angels,P,4
46,Andre Pallante,St. Louis Cardinals,P,4
46,Justin Verlander,San Francisco Giants,P,4
46,Tomoyuki Sugano,Baltimore Orioles,P,4
46,Andrew Heaney,Pittsburgh Pirates,P,4
46,Kodai Senga,New York Mets,P,4
46,Tyler Anderson,Los Angeles Angels,P,4
46,Carlos Rodon,New York Yankees,P,4
46,Zac Gallen,Arizona Diamondbacks,P,4
46,Bryce Elder,Atlanta Braves,P,4
46,Grant Holmes,Atlanta Braves,P,4
46,Michael Wacha,Kansas City Royals,P,4
46,Kyle Freeland,Colorado Rockies,P,4
46,Kevin Gausman,Toronto Blue Jays,P,4
46,Luis Severino,Sacramento Athletics,P,4
46,Shane Baz,Tampa Bay Rays,P,4
46,Dylan Cease,San Diego Padres,P,4
46,Ronel Blanco,Houston Astros,P,4
46,David Peterson,New York Mets,P,4
46,JP Sears,Sacramento Athletics,P,4
46,Davis Martin,Chicago White Sox,P,4
46,Michael Lorenzen,Kansas City Royals,P,4
46,Clay Holmes,New York Mets,P,4
70,Walker Buehler,Boston Red Sox,P,3
70,Chris Sale,Atlanta Braves,P,3
70,Sean Burke,Chicago White Sox,P,3
70,Aaron Nola,Philadelphia Phillies,P,3
70,Luis Ortiz,Cleveland Guardians,P,3
70,Chad Patrick,Milwaukee Brewers,P,3
70,Emerson Hancock,Seattle Mariners,P,3
70,Reese Olson,Detroit Tigers,P,3
70,Casey Mize,Detroit Tigers,P,3
70,Jacob deGrom,Texas Rangers,P,3
70,Freddy Peralta,Milwaukee Brewers,P,3
70,Chris Bassitt,Toronto Blue Jays,P,3
70,Kyle Hendricks,Los Angeles Angels,P,3
70,Landen Roupp,San Francisco Giants,P,3
70,Pablo Lopez,Minnesota Twins,P,3
70,Clarke Schmidt,New York Yankees,P,3
70,Randy Vasquez,San Diego Padres,P,3
70,Zach Eflin,Baltimore Orioles,P,3
70,Bowden Francis,Toronto Blue Jays,P,3
70,Brady Singer,Cincinnati Reds,P,3
70,Tanner Houck,Boston Red Sox,P,3
70,Tanner Bibee,Cleveland Guardians,P,3
70,Shane Smith,Chicago White Sox,P,3
70,Dustin May,Los Angeles Dodgers,P,3
94,Cole Ragans,Kansas City Royals,P,2
94,Hunter Dobbins,Boston Red Sox,P,2
94,Jonathan Cannon,Chicago White Sox,P,2
94,Richard Fitts,Boston Red Sox,P,2
94,German Marquez,Colorado Rockies,P,2
94,Jackson Jobe,Detroit Tigers,P,2
94,Jose Quintana,Milwaukee Brewers,P,2
