Player Name,Player ID
Brayan Bello,4720856
Brennan Bernardino,35876
Walker Buehler,39251
Aroldis Chapman,30442
Garrett Crochet,4297835
Hunter Dobbins,4415836
Lucas Giolito,32697
Liam Hendriks,31755
Sean Newcomb,33856
Justin Slaten,4917925
Greg Weissert,41485
Garrett Whitlock,39674
Justin Wilson,31026
Carlos Narvaez,5012120
Connor Wong,40086
Alex Bregman,34886
Kristian Campbell,5201569
David Hamilton,42987
Nick Sogard,42979
Trevor Story,32150
Abraham Toro,40754
Wilyer Abreu,4990055
Jarren Duran,41610
Ceddanne Rafaela,4987382
Rob Refsnyder,33411
Rafael Devers,33859
