Player Name,Player ID
Jalen Beeks,36723
Corbin Burnes,39878
Zac Gallen,39910
Kevin Ginkel,41432
Kendall Graveman,33636
Merrill Kelly,32968
Scott McGough,34834
Shelby Miller,30738
Christian Montes De Oca,5138677
Juan Morillo,4722925
Ryne Nelson,4916269
Brandon Pfaadt,4721302
Ryan Thompson,38628
Jose Herrera,40851
Gabriel Moreno,42464
Jordan Lawlar,4872649
Ketel Marte,32512
Josh Naylor,35066
Geraldo Perdomo,41355
Pavin Smith,40767
Eugenio Suarez,32367
Tim Tawa,4345192
Corbin Carroll,42404
Randal Grichuk,31399
Lourdes Gurriel Jr.,36040
Alek Thomas,41215
