Player Name,Player ID
Huascar Brazoban,4916509
Jose Butto,4905900
Genesis Cabrera,41061
Griffin Canning,41065
Jose Castillo,38706
Edwin Diaz,35394
Reed Garrett,36526
Clay Holmes,32827
Max Kranick,4684369
Tylor Megill,3332018
David Peterson,40921
Kodai Senga,4142421
Ryne Stanek,33301
Francisco Alvarez,41253
Luis Torrens,33805
Luisangel Acuna,42411
Pete Alonso,37498
Brett Baty,42414
Francisco Lindor,32129
Jeff McNeil,33900
Mark Vientos,41034
Jose Azocar,35058
Starling Marte,30830
Brandon Nimmo,32159
Juan Soto,36969
Tyrone Taylor,32783
